,Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category
2328,2471,0,Existing Client,1976-03-11,2011-08-16,NP_Client,Master/PhD,Married,0.0,34,72.0,10.0,G,2011-08-24,Branch,Owned,2,2012-09-27,K
2330,2742,0,Existing Client,1982-04-25,2005-11-20,NP_Client,University,Single,0.0,10,36.0,3.0,C,2011-01-08,Sales,Owned,1,2012-09-30,B
2334,662,0,Existing Client,1949-10-30,2010-12-19,NP_Client,University,Married,0.0,40,20.0,1.0,C,2011-06-27,Branch,Owned,2,2012-05-29,B
2343,1928,0,Existing Client,1987-05-01,2008-10-16,NP_Client,University,Single,0.0,5,60.0,3.0,C,2011-08-23,Branch,Owned,1,2012-04-22,J
2345,9304,1,Non Existing Client,1985-09-26,2012-09-04,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-11-04,Sales,Owned,1,2012-09-30,D
2350,5105,0,Existing Client,1965-03-27,2001-06-21,P_Client,University,Married,0.0,10,36.0,3.0,C,2011-10-31,Branch,Owned,2,2012-07-16,G
2355,390,0,Non Existing Client,1989-04-05,2011-05-18,NP_Client,University,Single,0.0,20,36.0,1.0,C,2011-05-19,Branch,Owned,2,2012-06-25,B
2357,1563,0,Non Existing Client,1971-02-16,2011-07-17,NP_Client,University,Married,4.0,1,36.0,1.0,C,2011-07-19,Sales,Owned,1,2013-07-05,B
2358,6946,0,Existing Client,1978-01-09,2006-07-17,NP_Client,Master/PhD,Single,0.0,6,60.0,8.0,G,2012-01-31,Branch,Owned,1,2013-04-18,J
2361,4685,0,Existing Client,1986-03-18,2011-10-13,NP_Client,University,Single,0.0,19,21.6,1.0,C,2011-04-11,Branch,Owned,2,2013-03-01,L
2366,283,0,Non Existing Client,1959-09-22,2011-10-05,NP_Client,University,Widowed,0.0,52,18.0,1.0,C,2011-11-05,Sales,Old rent,1,2013-02-05,B
2369,3285,0,Non Existing Client,1987-06-24,2011-11-09,NP_Client,University,Married,1.0,15,30.0,1.0,C,2011-09-18,Sales,Owned,1,2013-05-30,B
2372,346,1,Existing Client,1975-06-10,2011-05-17,NP_Client,Diploma,Married,1.0,10,54.0,7.0,C,2011-05-23,Sales,Owned,1,2012-09-30,L
2374,4213,1,Non Existing Client,1983-11-13,2011-12-10,NP_Client,Master/PhD,Married,0.0,1,36.0,1.0,C,2011-10-17,Sales,Owned,1,2012-11-29,B
2375,6797,0,Non Existing Client,1973-06-05,2012-01-18,NP_Client,University,Married,3.0,10,36.0,3.0,C,2012-01-23,Sales,Owned,2,2013-03-02,B
2382,5175,0,Existing Client,1986-04-19,2008-09-29,NP_Client,University,Single,0.0,15,30.0,1.0,C,2011-05-12,Sales,Owned,1,2012-08-15,B
2391,9126,1,Existing Client,1977-02-09,2012-01-04,NP_Client,University,Married,2.0,29,50.88,5.0,C,2012-03-04,Branch,Parents,1,2012-09-30,L
2401,4798,0,Non Existing Client,1971-04-20,2011-10-26,NP_Client,University,Married,2.0,10,36.0,1.0,C,2011-10-31,Sales,Owned,1,2013-03-26,K
2402,9339,0,Non Existing Client,1964-08-11,2012-11-04,NP_Client,University,Married,0.0,15,12.0,1.0,C,2012-12-04,Sales,Owned,1,2013-04-16,B
2409,5228,1,Existing Client,1955-11-24,2010-03-01,NP_Client,University,Married,2.0,20,20.0,1.0,C,2011-07-12,Sales,Owned,1,2012-09-30,B
2411,3531,0,Non Existing Client,1971-08-22,2011-09-25,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-09-28,Sales,Owned,1,2012-11-29,B
2412,5361,1,Non Existing Client,1988-02-26,2011-11-22,NP_Client,University,Single,0.0,1,25.0,1.0,C,2011-12-15,Sales,Owned,1,2013-01-14,A
2413,2260,0,Non Existing Client,1979-01-21,2011-07-20,NP_Client,University,Married,0.0,1,29.625999999999998,1.0,C,2011-08-08,Sales,Owned,1,2013-05-30,K
2416,6911,0,Existing Client,1983-09-16,2006-02-07,NP_Client,University,Married,0.0,30,36.0,10.0,C,2012-01-15,Sales,Owned,2,2013-04-21,B
2417,7193,0,Existing Client,1981-01-15,2012-01-29,NP_Client,University,Married,3.0,3,5.0,10.0,G,2012-08-02,Sales,Owned,2,2013-02-28,C
2419,1350,0,Existing Client,1987-01-04,2011-06-15,P_Client,University,Married,0.0,10,216.0,1.0,C,2011-07-21,Branch,Owned,1,2013-05-30,H
2428,1282,0,Existing Client,1986-01-21,2010-04-27,P_Client,University,Single,1.0,20,18.0,1.0,C,2011-07-27,Branch,Owned,2,2012-09-30,H
2429,378,0,Non Existing Client,1971-10-25,2011-05-18,NP_Client,University,Divorced,1.0,15,37.8,1.0,C,2011-05-19,Branch,Owned,1,2012-01-30,B
2438,257,0,Non Existing Client,1985-06-08,2011-02-05,NP_Client,University,Single,0.0,10,18.0,1.0,C,2011-09-05,Branch,Owned,2,2012-03-14,B
2448,3131,0,Existing Client,1980-11-24,2011-12-09,NP_Client,University,Single,0.0,10,75.0,1.0,C,2011-09-26,Branch,Owned,2,2012-06-20,L
2449,4467,0,Non Existing Client,1977-10-25,2011-09-22,NP_Client,University,Single,0.0,34,20.0,1.0,G,2011-09-27,Sales,Owned,1,2012-08-07,B
2455,6784,1,Non Existing Client,1971-07-29,2012-01-22,NP_Client,University,Married,4.0,1,25.0,1.0,C,2012-01-23,Sales,Owned,1,2012-11-29,B
2457,3828,1,Existing Client,1982-08-19,2011-06-28,P_Client,University,Single,0.0,29,29.195999999999998,1.0,C,2011-10-19,Branch,Owned,1,2012-03-12,H
2461,1933,1,Existing Client,1954-11-28,2008-10-12,NP_Client,Master/PhD,Married,3.0,30,200.0,1.0,C,2011-08-14,Sales,Owned,1,2013-03-31,C
2471,402,0,Non Existing Client,1978-03-12,2011-05-15,NP_Client,University,Single,0.0,10,42.0,5.0,C,2011-05-19,Sales,Owned,1,2012-10-04,K
2472,5249,0,Existing Client,1988-11-20,2010-09-22,NP_Client,University,Single,0.0,15,30.0,1.0,C,2011-11-30,Sales,Owned,1,2012-10-29,A
2485,2325,0,Non Existing Client,1986-01-26,2011-03-08,NP_Client,University,Married,2.0,6,36.0,10.0,C,2011-04-08,Sales,Owned,1,2012-09-01,B
2489,1543,1,Non Existing Client,1983-09-15,2011-11-07,NP_Client,University,Single,0.0,4,36.0,1.0,C,2011-07-17,Branch,Owned,1,2012-05-31,B
2491,3829,0,Existing Client,1987-11-21,2011-05-07,NP_Client,University,Married,0.0,10,50.0,10.0,C,2011-10-29,Sales,Owned,1,2013-07-05,B
2492,2060,0,Existing Client,1987-10-20,2010-10-27,P_Client,University,Single,0.0,20,36.0,1.0,C,2011-08-15,Sales,Owned,1,2013-03-29,B
2494,8693,1,Non Existing Client,1985-01-12,2012-03-21,NP_Client,University,Married,0.0,2,18.0,2.0,C,2012-03-26,Sales,Owned,1,2012-11-29,B
2495,1040,0,Non Existing Client,1980-07-25,2011-12-05,NP_Client,University,Married,1.0,10,18.0,9.0,C,2011-06-22,Branch,Owned,2,2012-07-16,D
2499,7710,1,Non Existing Client,1984-05-20,2012-02-26,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-02-27,Sales,Owned,1,2012-11-29,B
2504,9351,1,Non Existing Client,1958-12-11,2012-11-04,NP_Client,University,Married,3.0,26,50.0,22.0,C,2012-12-04,Sales,Owned,1,2012-11-29,B
2510,517,1,Existing Client,1960-10-12,2006-03-30,NP_Client,University,Married,4.0,15,36.0,1.0,C,2011-06-16,Branch,Owned,1,2012-03-29,B
2512,875,0,Non Existing Client,1974-03-07,2011-12-06,NP_Client,University,Married,2.0,15,30.0,1.0,C,2011-06-14,Branch,Owned,2,2012-02-22,B
2515,2406,0,Non Existing Client,1980-03-12,2011-09-08,NP_Client,University,Single,0.0,30,20.0,1.0,C,2011-11-08,Sales,Parents,1,2012-08-10,D
2516,8738,0,Non Existing Client,1975-02-03,2012-03-25,NP_Client,University,Married,3.0,10,36.0,1.0,C,2012-03-27,Sales,Owned,1,2013-05-30,B
2518,2612,0,Non Existing Client,1960-08-11,2011-08-22,NP_Client,University,Married,2.0,25,35.0,26.0,C,2011-08-23,Branch,Old rent,1,2012-08-26,B
2527,5393,1,Non Existing Client,1985-03-24,2011-11-28,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-11-29,Sales,Owned,1,2012-04-30,B
2531,8273,1,Non Existing Client,1964-04-26,2012-02-19,NP_Client,University,Married,4.0,2,38.4,3.0,C,2012-05-03,Branch,New rent,1,2013-03-31,K
2537,1106,0,Non Existing Client,1963-09-28,2011-06-27,NP_Client,University,Divorced,1.0,47,20.0,1.0,C,2011-06-28,Branch,Old rent,2,2012-05-17,B
2542,5238,0,Non Existing Client,1987-01-06,2011-12-12,NP_Client,University,Married,2.0,2,25.0,2.0,C,2011-12-22,Branch,Owned,2,2013-01-16,B
2543,1823,0,Existing Client,1966-12-27,2004-03-06,NP_Client,University,Married,4.0,13,20.0,1.0,C,2011-07-21,Branch,Old rent,2,2012-03-15,B
2550,4735,1,Existing Client,1983-10-01,2011-10-27,NP_Client,University,Married,3.0,25,58.8,2.0,C,2011-11-15,Sales,Owned,1,2012-11-29,L
2551,361,0,Existing Client,1986-02-24,2011-05-18,NP_Client,University,Single,0.0,25,18.0,1.0,C,2011-05-24,Sales,Owned,1,2013-12-02,B
2553,7787,0,Existing Client,1971-10-23,2004-12-19,NP_Client,University,Single,0.0,40,50.0,14.0,G,2012-03-22,Sales,Owned,1,2013-05-25,B
2570,7271,1,Existing Client,1975-09-25,2012-06-02,NP_Client,University,Married,4.0,13,36.0,4.0,C,2012-02-21,Branch,Owned,1,2012-11-18,C
2574,4713,1,Non Existing Client,1983-01-31,2011-10-19,NP_Client,University,Married,2.0,5,36.0,5.0,C,2011-10-31,Sales,Owned,1,2012-05-31,B
2576,7636,0,Non Existing Client,1970-04-25,2012-02-21,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-02-22,Sales,Owned,1,2013-04-03,B
2587,4853,1,Non Existing Client,1970-01-03,2011-02-11,NP_Client,University,Divorced,0.0,16,20.0,1.0,C,2011-03-11,Sales,Owned,1,2012-09-13,B
2588,6039,0,Existing Client,1978-07-15,2009-05-17,NP_Client,University,Married,3.0,15,36.0,15.0,C,2011-09-22,Sales,Owned,1,2013-05-17,B
2593,444,0,Non Existing Client,1982-01-17,2011-11-05,NP_Client,University,Married,2.0,29,20.0,1.0,C,2011-05-25,Sales,Owned,1,2013-10-02,B
2607,851,0,Non Existing Client,1960-10-10,2011-11-06,NP_Client,Master/PhD,Married,0.0,50,12.0,25.0,C,2011-12-06,Branch,Owned,1,2012-01-21,D
2610,8019,1,Existing Client,1986-06-08,2011-06-21,P_Client,University,Single,0.0,20,22.212,3.0,C,2012-05-03,Branch,Owned,1,2012-09-30,H
2612,210,0,Non Existing Client,1972-10-09,2011-02-05,NP_Client,University,Married,2.0,10,18.0,10.0,C,2011-04-05,Sales,Owned,2,2012-05-11,B
2618,1101,0,Non Existing Client,1973-08-27,2011-06-26,NP_Client,Master/PhD,Married,2.0,2,20.0,1.0,C,2011-06-28,Sales,Owned,2,2013-01-27,B
2620,3866,1,Non Existing Client,1958-12-10,2011-11-09,NP_Client,Diploma,Married,5.0,35,54.0,10.0,C,2011-09-29,Branch,Parents,1,2013-02-28,K
2624,3592,0,Existing Client,1976-03-09,2006-07-16,NP_Client,University,Married,2.0,12,36.0,1.0,C,2011-10-24,Sales,Owned,1,2012-01-10,B
2634,8570,0,Non Existing Client,1979-09-14,2012-03-14,NP_Client,University,Married,1.0,4,360.0,10.0,C,2012-03-20,Sales,Owned,1,2013-10-01,B
2642,5300,1,Existing Client,1978-01-01,2011-02-10,NP_Client,University,Married,2.0,2,102.82799999999999,2.0,C,2011-05-12,Sales,Owned,1,2013-05-30,K
2644,5336,1,Existing Client,1982-01-01,2011-11-16,NP_Client,University,Single,0.0,5,36.0,10.0,C,2011-05-12,Sales,New rent,1,2012-07-31,L
2647,600,0,Existing Client,1963-05-07,2009-04-21,NP_Client,Master/PhD,Married,2.0,15,18.0,2.0,C,2011-05-06,Sales,Owned,1,2013-04-17,B
2648,4064,0,Non Existing Client,1959-09-04,2011-09-10,NP_Client,University,Married,2.0,13,20.0,1.0,C,2011-12-10,Sales,Owned,1,2013-05-02,B
2657,963,0,Non Existing Client,1958-03-17,2011-06-13,NP_Client,University,Married,0.0,28,24.0,1.0,C,2011-06-19,Sales,Old rent,2,2013-03-26,B
2672,1774,0,Non Existing Client,1948-05-15,2011-07-24,NP_Client,University,Married,0.0,10,18.0,2.0,C,2011-07-27,Branch,Owned,2,2012-11-06,B
2673,1614,0,Non Existing Client,1981-09-12,2011-04-07,NP_Client,University,Divorced,0.0,20,51.6,5.0,C,2011-07-21,Branch,Parents,1,2013-03-20,K
2685,773,1,Existing Client,1968-05-15,2011-05-06,NP_Client,University,Married,3.0,15,58.5,1.0,C,2011-12-06,Sales,Owned,1,2012-02-29,L
2686,7311,0,Non Existing Client,1978-01-09,2012-06-02,NP_Client,University,Married,2.0,8,25.0,1.0,C,2012-07-02,Sales,Owned,2,2012-12-17,B
2698,6100,0,Existing Client,1986-06-02,2011-01-18,P_Client,University,Single,0.0,25,76.98,1.0,C,2012-09-01,Branch,Old rent,2,2013-01-15,G
2702,6506,0,Non Existing Client,1968-04-14,2012-10-01,NP_Client,University,Divorced,2.0,1,36.0,1.0,C,2012-11-01,Sales,Owned,1,2013-05-30,B
2710,6513,0,Non Existing Client,1976-04-17,2012-10-01,NP_Client,University,Married,2.0,10,36.0,1.0,C,2012-11-01,Sales,Owned,1,2012-12-23,D
2712,8074,1,Existing Client,1978-07-04,2012-02-15,NP_Client,University,Married,3.0,34,44.4,6.0,C,2012-06-03,Branch,Owned,1,2013-04-30,L
2717,1068,0,Non Existing Client,1986-04-22,2011-05-29,NP_Client,University,Single,0.0,25,18.0,2.0,C,2011-06-26,Branch,Owned,2,2012-11-04,B
2721,2774,0,Existing Client,1979-06-28,2007-06-18,P_Client,University,Married,2.0,6,25.8,1.0,C,2011-09-28,Sales,Old rent,2,2013-10-03,K
2737,1044,0,Non Existing Client,1962-05-20,2011-06-21,NP_Client,University,Married,2.0,20,20.0,1.0,C,2011-06-22,Sales,Owned,2,2013-03-02,B
2741,2359,1,Non Existing Client,1984-06-30,2011-08-08,NP_Client,University,Single,0.0,3,36.0,1.0,C,2011-09-08,Sales,Owned,1,2012-12-31,B
2744,1192,0,Existing Client,1956-02-12,2007-02-01,NP_Client,University,Married,0.0,30,20.0,1.0,C,2011-07-14,Branch,Old rent,1,2012-03-27,B
2749,777,1,Existing Client,1960-09-13,2011-05-06,NP_Client,University,Married,3.0,5,41.7,6.0,C,2011-06-29,Branch,Old rent,1,2012-10-31,L
2757,7970,0,Existing Client,1961-09-21,2010-01-08,NP_Client,University,Married,2.0,20,18.0,2.0,C,2012-03-18,Sales,Owned,2,2013-04-21,B
2759,7582,1,Non Existing Client,1986-06-21,2012-02-20,NP_Client,University,Married,0.0,2,18.0,2.0,C,2012-02-21,Sales,Owned,1,2013-02-28,B
2762,2877,0,Existing Client,1980-09-29,2010-03-21,NP_Client,University,Married,1.0,5,100.0,4.0,C,2011-08-25,Branch,Owned,3,2013-06-01,B
2779,3033,0,Non Existing Client,1954-04-03,2011-08-24,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-08-28,Sales,Owned,1,2013-03-20,B
2780,1171,0,Existing Client,1962-10-01,2005-09-02,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-07-22,Sales,Owned,1,2012-12-31,B
2782,5066,0,Non Existing Client,1975-05-14,2011-11-24,NP_Client,University,Married,2.0,10,36.0,1.0,C,2011-11-29,Sales,Owned,1,2013-05-30,B
2783,6629,1,Non Existing Client,1977-04-11,2012-02-01,NP_Client,University,Married,1.0,10,50.0,3.0,C,2012-01-16,Sales,Owned,1,2012-06-28,K
2785,1893,0,Existing Client,1974-07-01,2007-12-08,NP_Client,University,Married,0.0,1,50.0,9.0,C,2011-07-20,Branch,Owned,2,2012-05-09,B
2786,9343,0,Non Existing Client,1980-01-25,2012-09-04,NP_Client,University,Single,2.0,8,80.0,8.0,C,2012-12-04,Branch,Old rent,2,2013-03-31,D
2787,6305,0,Non Existing Client,1972-04-12,2011-12-21,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-03-01,Sales,Owned,1,2013-05-30,B
2813,6871,0,Non Existing Client,1966-12-25,2012-01-29,NP_Client,University,Married,3.0,1,36.0,1.0,C,2012-01-30,Sales,Owned,1,2013-11-03,B
2819,1319,0,Existing Client,1983-09-13,2011-01-13,NP_Client,University,Single,0.0,8,42.0,0.0,C,2011-03-07,Branch,Parents,1,2012-11-26,K
2827,153,1,Existing Client,1983-10-25,2011-01-27,NP_Client,University,Single,0.0,7,20.0,1.0,C,2011-04-05,Sales,Owned,1,2012-09-26,B
2828,28,0,Existing Client,1953-07-17,2006-11-20,NP_Client,University,Married,0.0,15,18.0,15.0,C,2011-11-05,Sales,Owned,1,2012-07-26,B
2831,1546,0,Non Existing Client,1987-07-14,2011-07-14,NP_Client,University,Single,0.0,20,20.0,1.0,C,2011-07-17,Sales,Owned,1,2012-06-11,B
2852,4667,0,Existing Client,1963-03-01,2011-09-18,NP_Client,University,Married,4.0,7,20.0,1.0,C,2011-01-11,Sales,New rent,1,2012-10-18,B
2855,4970,0,Non Existing Client,1967-08-18,2011-11-15,NP_Client,University,Married,0.0,10,18.0,2.0,C,2011-11-16,Sales,Owned,2,2012-03-12,B
2857,379,1,Non Existing Client,1980-12-18,2011-05-18,NP_Client,University,Single,0.0,15,36.0,1.0,C,2011-05-19,Branch,Owned,1,2012-01-31,B
2861,3248,1,Non Existing Client,1952-09-27,2011-11-09,NP_Client,University,Married,0.0,20,20.0,1.0,C,2011-09-15,Sales,Owned,1,2012-06-28,B
2868,598,0,Existing Client,1956-09-08,2009-04-16,NP_Client,University,Married,3.0,54,2000.0,28.0,C,2011-06-15,Sales,Owned,2,2013-03-26,B
2872,1829,0,Non Existing Client,1973-01-10,2011-05-07,NP_Client,Master/PhD,Married,2.0,9,20.0,1.0,C,2011-06-07,Sales,Old rent,2,2013-04-14,D
2876,1835,0,Non Existing Client,1950-01-18,2011-07-14,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-07-21,Sales,Owned,2,2013-03-28,B
2880,8600,0,Non Existing Client,1982-06-03,2012-03-20,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-03-21,Sales,Owned,1,2013-01-20,B
2886,5276,0,Existing Client,1983-09-20,2011-06-14,P_Client,University,Married,3.0,10,52.0,2.0,G,2011-04-12,Branch,Owned,2,2012-06-09,G
2888,3775,0,Existing Client,1986-11-18,2010-09-19,P_Client,University,Single,0.0,25,20.0,1.0,C,2011-04-10,Sales,Old rent,1,2012-08-26,B
2890,4287,1,Non Existing Client,1977-10-09,2011-10-17,NP_Client,University,Married,1.0,34,20.0,1.0,C,2011-10-20,Sales,Owned,1,2012-05-31,B
2895,8343,1,Non Existing Client,1963-02-11,2012-08-03,NP_Client,University,Married,0.0,2,18.0,2.0,C,2012-11-03,Sales,Owned,1,2013-03-31,B
2896,4076,1,Non Existing Client,1965-02-05,2011-04-10,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-10-10,Sales,Owned,1,2012-02-29,B
2899,3836,0,Existing Client,1978-01-10,2011-07-25,NP_Client,University,Married,0.0,10,40.0,1.0,C,2011-10-13,Branch,Owned,2,2012-03-06,B
2908,7499,1,Non Existing Client,1978-12-11,2012-02-15,NP_Client,University,Single,0.0,10,36.0,3.0,C,2012-02-16,Sales,Owned,1,2012-11-29,B
2909,8198,0,Non Existing Client,1962-03-21,2012-02-29,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-05-03,Sales,Owned,1,2013-05-30,B
2923,2092,0,Existing Client,1979-01-06,2011-01-20,NP_Client,University,Married,0.0,11,36.0,11.0,C,2011-08-25,Sales,Owned,2,2013-03-17,B
2928,5415,1,Existing Client,1981-01-06,2011-11-30,NP_Client,University,Married,2.0,20,73.44,3.0,C,2011-12-14,Sales,Owned,1,2013-05-15,L
2934,4900,1,Non Existing Client,1975-06-10,2011-11-13,NP_Client,Master/PhD,Married,2.0,22,18.0,2.0,C,2011-11-14,Branch,Owned,1,2012-08-05,B
2938,4121,1,Non Existing Client,1960-06-14,2011-11-10,NP_Client,University,Married,4.0,1,36.0,1.0,C,2011-12-10,Sales,Owned,1,2012-07-31,B
2940,2044,0,Existing Client,1979-04-10,2010-07-09,NP_Client,University,Married,0.0,15,100.0,1.0,G,2011-08-25,Sales,Owned,1,2013-05-19,C
2946,5366,0,Existing Client,1974-08-13,2011-11-28,NP_Client,University,Married,0.0,1,36.0,1.0,G,2011-12-26,Sales,Owned,2,2012-05-11,C
2951,2492,0,Non Existing Client,1965-12-08,2011-08-14,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-08-16,Sales,Owned,1,2013-05-30,B
2953,7837,1,Existing Client,1959-05-13,2007-04-23,NP_Client,University,Married,3.0,1,36.0,1.0,C,2012-02-28,Sales,Owned,1,2013-03-31,B
2959,4225,0,Non Existing Client,1953-12-05,2011-10-16,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-10-18,Sales,Owned,1,2012-12-13,B
2962,1055,0,Non Existing Client,1962-01-30,2011-06-22,NP_Client,University,Married,0.0,20,20.0,1.0,C,2011-06-23,Branch,Owned,2,2012-07-22,B
2965,3157,0,Non Existing Client,1969-05-25,2011-11-09,NP_Client,University,Married,0.0,10,36.0,10.0,C,2011-12-09,Branch,Owned,2,2012-02-07,B
2974,2174,0,Existing Client,1954-01-17,2011-11-07,NP_Client,University,Married,2.0,2,20.0,1.0,C,2011-08-15,Sales,Owned,1,2012-06-11,B
2986,4707,1,Non Existing Client,1961-01-12,2011-10-17,NP_Client,University,Married,3.0,10,36.0,10.0,C,2011-11-15,Sales,Owned,1,2012-07-31,B
2989,2908,0,Existing Client,1977-08-04,2010-08-19,NP_Client,University,Married,0.0,15,50.0,1.0,C,2011-09-18,Sales,Owned,1,2012-01-08,B
2995,8062,1,Existing Client,1972-03-17,2012-12-02,NP_Client,University,Married,2.0,1,47.4,1.0,C,2012-03-22,Sales,Owned,1,2013-05-15,L
2999,8685,0,Non Existing Client,1982-01-02,2012-03-25,NP_Client,University,Married,0.0,6,36.0,10.0,C,2012-03-26,Sales,Owned,1,2012-10-12,B
3004,2316,0,Non Existing Client,1969-04-06,2011-02-08,NP_Client,University,Married,5.0,10,36.0,3.0,C,2011-04-08,Sales,Owned,1,2013-05-30,B
3005,9463,1,Non Existing Client,1958-06-13,2012-03-13,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-04-22,Sales,Owned,1,2013-05-30,B
3007,6703,1,Non Existing Client,1984-01-19,2012-01-17,NP_Client,University,Single,0.0,10,36.0,3.0,C,2012-01-18,Sales,Owned,2,2012-12-18,B
3010,5905,0,Non Existing Client,1982-03-11,2011-06-12,NP_Client,University,Married,0.0,29,180.0,1.0,G,2011-12-28,Branch,Parents,2,2013-04-18,C
3012,5348,0,Existing Client,1980-06-10,2011-11-20,NP_Client,University,Single,0.0,1,25.0,1.0,G,2011-05-12,Sales,Owned,1,2013-05-30,C
3017,513,0,Existing Client,1980-10-07,2005-12-22,P_Client,University,Married,1.0,30,44.76,8.0,C,2011-06-22,Branch,Parents,2,2012-12-16,H
3018,215,0,Non Existing Client,1986-03-13,2011-02-05,NP_Client,University,Single,0.0,30,50.0,1.0,C,2011-04-05,Sales,Owned,1,2012-04-11,B
3036,6221,1,Non Existing Client,1948-02-11,2011-12-22,NP_Client,University,Married,2.0,10,50.0,10.0,C,2011-12-28,Sales,Owned,1,2012-05-31,B
3039,935,0,Non Existing Client,1966-04-08,2011-06-19,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-06-19,Sales,Owned,1,2012-09-16,B
3040,1197,0,Existing Client,1977-03-16,2007-01-24,NP_Client,University,Married,0.0,7,120.0,7.0,C,2011-05-07,Branch,Owned,1,2013-04-29,B
3051,4801,0,Non Existing Client,1973-12-07,2011-10-25,NP_Client,University,Married,0.0,15,30.0,1.0,G,2011-02-11,Sales,Owned,2,2013-02-01,C
3052,1621,0,Non Existing Client,1970-06-18,2011-06-30,NP_Client,University,Married,4.0,14,20.0,1.0,C,2011-07-21,Sales,Owned,1,2012-04-09,D
3054,8696,0,Non Existing Client,1984-01-01,2012-03-25,NP_Client,University,Single,0.0,3,18.0,2.0,C,2012-03-26,Sales,Owned,2,2013-03-02,B
3055,8669,0,Non Existing Client,1956-03-27,2012-03-25,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-03-26,Sales,Owned,1,2013-05-30,B
3062,5458,0,Non Existing Client,1974-12-03,2011-11-24,NP_Client,Master/PhD,Married,2.0,2,25.0,21.0,C,2011-01-12,Sales,Owned,1,2013-05-26,C
3069,7076,0,Existing Client,1970-01-11,2010-10-20,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-01-31,Sales,Owned,1,2013-08-05,B
3070,9245,1,Non Existing Client,1948-07-29,2012-04-04,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-08-04,Sales,Owned,1,2013-04-30,B
3077,7785,0,Existing Client,1968-09-25,2004-10-25,P_Client,University,Married,1.0,10,36.0,3.0,C,2012-03-13,Sales,Owned,2,2012-12-12,B
3083,1993,0,Existing Client,1978-03-11,2010-11-01,NP_Client,Master/PhD,Single,0.0,32,50.0,10.0,C,2011-08-24,Sales,Owned,2,2012-07-08,C
3084,2651,0,Non Existing Client,1963-07-17,2011-08-22,NP_Client,University,Married,3.0,20,60.0,20.0,C,2011-08-24,Branch,Owned,1,2013-05-22,B
3085,8307,1,Non Existing Client,1983-06-25,2012-06-03,NP_Client,University,Married,0.0,2,18.0,2.0,C,2012-07-03,Sales,Owned,1,2012-10-31,B
3089,8067,1,Existing Client,1989-11-04,2012-02-13,NP_Client,University,Married,0.0,22,576.0,22.0,C,2012-03-13,Sales,Owned,1,2012-10-31,L
3093,9393,0,Non Existing Client,1956-10-20,2012-12-04,NP_Client,University,Married,0.0,10,36.0,10.0,C,2012-04-17,Sales,Owned,2,2013-03-26,B
3094,278,1,Existing Client,1981-01-25,2011-11-05,NP_Client,Diploma,Married,0.0,25,30.084,4.0,C,2011-05-17,Branch,Owned,1,2012-11-29,L
